variable_name,datasets_involved,conflict_type,evidence,proposed_change,risk_note
pc11_vd_all_hosp_doc_tot,segregation_citydata_rural_200.dta; shrug_pc11_vd.dta,naming,storage_type: double (segregation_citydata_rural_200.dta) | int (shrug_pc11_vd.dta),Choose one storage convention or rename variables if concepts differ.,"Same name with different storage can break appends, merges, or pooled code."
pc11_vd_m_sch,segregation_citydata_rural_200.dta; shrug_pc11_vd.dta,naming,storage_type: double (segregation_citydata_rural_200.dta) | int (shrug_pc11_vd.dta),Choose one storage convention or rename variables if concepts differ.,"Same name with different storage can break appends, merges, or pooled code."
pc11_vd_p_sch,segregation_citydata_rural_200.dta; shrug_pc11_vd.dta,naming,storage_type: double (segregation_citydata_rural_200.dta) | int (shrug_pc11_vd.dta),Choose one storage convention or rename variables if concepts differ.,"Same name with different storage can break appends, merges, or pooled code."
pc11_vd_p_sch_gov,segregation_citydata_rural_200.dta; shrug_pc11_vd.dta,naming,storage_type: double (segregation_citydata_rural_200.dta) | int (shrug_pc11_vd.dta),Choose one storage convention or rename variables if concepts differ.,"Same name with different storage can break appends, merges, or pooled code."
pc11_vd_p_sch_priv,segregation_citydata_rural_200.dta; shrug_pc11_vd.dta,naming,storage_type: double (segregation_citydata_rural_200.dta) | int (shrug_pc11_vd.dta),Choose one storage convention or rename variables if concepts differ.,"Same name with different storage can break appends, merges, or pooled code."
pc11_vd_s_sch,segregation_citydata_rural_200.dta; shrug_pc11_vd.dta,naming,storage_type: double (segregation_citydata_rural_200.dta) | int (shrug_pc11_vd.dta),Choose one storage convention or rename variables if concepts differ.,"Same name with different storage can break appends, merges, or pooled code."
pc11_vd_s_sch_gov,segregation_citydata_rural_200.dta; shrug_pc11_vd.dta,naming,storage_type: double (segregation_citydata_rural_200.dta) | int (shrug_pc11_vd.dta),Choose one storage convention or rename variables if concepts differ.,"Same name with different storage can break appends, merges, or pooled code."
pc11_vd_sc_p,segregation_citydata_rural_200.dta; shrug_pc11_vd.dta,naming,storage_type: double (segregation_citydata_rural_200.dta) | long (shrug_pc11_vd.dta),Choose one storage convention or rename variables if concepts differ.,"Same name with different storage can break appends, merges, or pooled code."
pc11_vd_st_p,segregation_citydata_rural_200.dta; shrug_pc11_vd.dta,naming,storage_type: double (segregation_citydata_rural_200.dta) | long (shrug_pc11_vd.dta),Choose one storage convention or rename variables if concepts differ.,"Same name with different storage can break appends, merges, or pooled code."
pc11_vd_t_p,segregation_citydata_rural_200.dta; shrug_pc11_vd.dta,naming,storage_type: double (segregation_citydata_rural_200.dta) | long (shrug_pc11_vd.dta),Choose one storage convention or rename variables if concepts differ.,"Same name with different storage can break appends, merges, or pooled code."
pdf_name,pc01_pdf_eb_clean.dta; pc11_pdf_eb_clean.dta,naming,storage_type: str25 (pc01_pdf_eb_clean.dta) | str56 (pc11_pdf_eb_clean.dta),Choose one storage convention or rename variables if concepts differ.,"Same name with different storage can break appends, merges, or pooled code."
pop_sc,pc01_pdf_eb_clean.dta; pc11_pdf_eb_clean.dta,naming,storage_type: double (pc01_pdf_eb_clean.dta) | int (pc11_pdf_eb_clean.dta),Choose one storage convention or rename variables if concepts differ.,"Same name with different storage can break appends, merges, or pooled code."
pop_st,pc01_pdf_eb_clean.dta; pc11_pdf_eb_clean.dta,naming,storage_type: double (pc01_pdf_eb_clean.dta) | int (pc11_pdf_eb_clean.dta),Choose one storage convention or rename variables if concepts differ.,"Same name with different storage can break appends, merges, or pooled code."
pop_tot,pc01_pdf_eb_clean.dta; pc11_pdf_eb_clean.dta,naming,storage_type: double (pc01_pdf_eb_clean.dta) | int (pc11_pdf_eb_clean.dta),Choose one storage convention or rename variables if concepts differ.,"Same name with different storage can break appends, merges, or pooled code."
pub,segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta; segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta,naming,storage_type: double (segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta) | int (segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta),Choose one storage convention or rename variables if concepts differ.,"Same name with different storage can break appends, merges, or pooled code."
shrid,pc01_pdf_shrid_key.dta; pc11_muslims_urban.dta; pc11_pdf_shrid_key.dta; seg_correlates.dta; segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta; shrug_names.dta; shrug_pc01u_key.dta; shrug_pc11_pca.dta; shrug_pc11_state_key.dta; shrug_pc11_subdistrict_key.dta; shrug_pc11_td.dta; shrug_pc11_vd.dta; shrug_spatial.dta,naming,storage_type: str12 (pc11_muslims_urban.dta; pc11_pdf_shrid_key.dta; segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta; shrug_pc11_pca.dta; shrug_pc11_pca.dta; shrug_pc11_state_key.dta; shrug_pc11_subdistrict_key.dta; shrug_pc11_td.dta; shrug_pc11_vd.dta; shrug_spatial.dta) | str14 (pc01_pdf_shrid_key.dt...,Choose one storage convention or rename variables if concepts differ.,"Same name with different storage can break appends, merges, or pooled code."
town_name,pc01_pdf_eb_clean.dta; pc11_pdf_eb_clean.dta,naming,storage_type: Q (pc01_pdf_eb_clean.dta) | str75 (pc11_pdf_eb_clean.dta),Choose one storage convention or rename variables if concepts differ.,"Same name with different storage can break appends, merges, or pooled code."
town_name_no_par,pc01_pdf_eb_clean.dta; pc11_pdf_eb_clean.dta,naming,storage_type: str33 (pc01_pdf_eb_clean.dta) | str46 (pc11_pdf_eb_clean.dta),Choose one storage convention or rename variables if concepts differ.,"Same name with different storage can break appends, merges, or pooled code."
ward_name,pc01_hb_eb_pop.dta; pc01_pdf_eb_clean.dta; pc11_pdf_eb_clean.dta,naming,storage_type: Q (pc01_pdf_eb_clean.dta) | str13 (pc01_hb_eb_pop.dta) | str47 (pc11_pdf_eb_clean.dta),Choose one storage convention or rename variables if concepts differ.,"Same name with different storage can break appends, merges, or pooled code."
bad_ed,segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta; segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta,label,variable_label: (nansum) (nansum) bad_ed (segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta) | Population count with missing education  (segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta),Choose one authoritative variable label or rename if labels imply different concepts.,Blank versus nonblank labels are flagged because documentation differs across datasets.
bad_muslim,segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta; segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta,label,variable_label: (nansum) (nansum) bad_muslim (segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta) | Pop with missing Muslim classification (segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta),Choose one authoritative variable label or rename if labels imply different concepts.,Blank versus nonblank labels are flagged because documentation differs across datasets.
bad_sc,segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta; segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta,label,variable_label: (nansum) (nansum) bad_sc (segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta) | Pop with missing SC/ST classification (segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta),Choose one authoritative variable label or rename if labels imply different concepts.,Blank versus nonblank labels are flagged because documentation differs across datasets.
block_pop,segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta,label,variable_label: (nansum) (rawsum) (nansum) hh_pop (segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta) | Total neighborhood population (only people classified as sc/st) (segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta),Choose one authoritative variable label or rename if labels imply different concepts.,Blank versus nonblank labels are flagged because documentation differs across datasets.
block_pop_muslim,segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta,label,variable_label: (nansum) (rawsum) hhpop_muslim (segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta) | Total neighborhood population muslim (segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta),Choose one authoritative variable label or rename if labels imply different concepts.,Blank versus nonblank labels are flagged because documentation differs across datasets.
block_pop_nonmuslim,segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta,label,variable_label: (nansum) (rawsum) hhpop_nonmuslim (segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta) | Total neighborhood population nonmuslim (segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta),Choose one authoritative variable label or rename if labels imply different concepts.,Blank versus nonblank labels are flagged because documentation differs across datasets.
block_pop_nonsc,segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta,label,variable_label: (nansum) (rawsum) hhpop_nonsc (segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta) | Total neighborhood population nonsc (segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta),Choose one authoritative variable label or rename if labels imply different concepts.,Blank versus nonblank labels are flagged because documentation differs across datasets.
block_pop_nonscmuslim,segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta,label,variable_label: (nansum) (rawsum) hhpop_nonscmuslim (segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta) | Total neighborhood population nonscmuslim (segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta),Choose one authoritative variable label or rename if labels imply different concepts.,Blank versus nonblank labels are flagged because documentation differs across datasets.
block_pop_sc,segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta,label,variable_label: (nansum) (rawsum) hhpop_sc (segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta) | Total neighborhood population sc (segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta),Choose one authoritative variable label or rename if labels imply different concepts.,Blank versus nonblank labels are flagged because documentation differs across datasets.
block_pop_with_invalid,segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta,label,variable_label: (nansum) (nansum) pop (segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta) | Total neighborhood population incl people not classified as SC/ST (segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta),Choose one authoritative variable label or rename if labels imply different concepts.,Blank versus nonblank labels are flagged because documentation differs across datasets.
block_units,segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta; segregation_citydata_rural_200.dta,label,variable_label: number of block units in this subdistrict unit (segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_citydata_rural_200.dta) | number of block units in this town unit (segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta),Choose one authoritative variable label or rename if labels imply different concepts.,Blank versus nonblank labels are flagged because documentation differs across datasets.
cbsatitle,msa_keys.dta; msa_tract_race_pop.dta,label,variable_label: CBSA Title (msa_keys.dta) | Label (Grouping) (msa_tract_race_pop.dta),Choose one authoritative variable label or rename if labels imply different concepts.,Blank versus nonblank labels are flagged because documentation differs across datasets.
city_correlation_muslim,segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta; segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta,label,variable_label: Correlation: muslim (subdistrict) (segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_citydata_rural_200.dta) | Correlation: muslim (town) (segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta),Choose one authoritative variable label or rename if labels imply different concepts.,Blank versus nonblank labels are flagged because documentation differs across datasets.
city_correlation_sc,segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta; segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta,label,variable_label: Correlation: sc (subdistrict) (segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_citydata_rural_200.dta) | Correlation: sc (town) (segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta),Choose one authoritative variable label or rename if labels imply different concepts.,Blank versus nonblank labels are flagged because documentation differs across datasets.
city_dissim_muslim,seg_correlates.dta; segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta; segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta,label,variable_label: dissimilarity: muslim (subdistrict) (segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_citydata_rural_200.dta) | dissimilarity: muslim (town) (seg_correlates.dta; segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta),Choose one authoritative variable label or rename if labels imply different concepts.,Blank versus nonblank labels are flagged because documentation differs across datasets.
